"personId";"competitionId";"start_date";"7avg";"6avg"
"2008WOJT01";"Poland2009";"2009-02-21";"39263";"26708"
"2005AKKE01";"BeneluxOpen2009";"2009-02-21";"30198";"21007"
"2003BRUC01";"BeneluxOpen2009";"2009-02-21";"50595";"31518"
"2007LEMO01";"BeneluxOpen2009";"2009-02-21";"48464";"38138"
"2008SMIT04";"BeneluxOpen2009";"2009-02-21";"41601";"27008"
"2006GALE01";"BeneluxOpen2009";"2009-02-21";"43086";"29123"
"2008ZIEL01";"Poland2009";"2009-02-21";"30560";"19658"
"2008COUR01";"BeneluxOpen2009";"2009-02-21";"56139";"44466"
"2008CABA03";"Poland2009";"2009-02-21";"39624";"23945"
"2008AURO01";"BeneluxOpen2009";"2009-02-21";"43442";"27903"
"2007VALK01";"BeneluxOpen2009";"2009-02-21";"39037";"22970"
"2007JIPT01";"BeneluxOpen2009";"2009-02-21";"50489";"37687"
"2003DENN01";"BeneluxOpen2009";"2009-02-21";"72200";"47153"
"2006COLL01";"BeneluxOpen2009";"2009-02-21";"34520";"28156"
"2007KRIJ01";"BeneluxOpen2009";"2009-02-21";"56127";"41923"
"2006HALC01";"Poland2009";"2009-02-21";"24199";"15925"
"2008DIEW01";"BeneluxOpen2009";"2009-02-21";"54006";"38078"
"2008VIRO01";"BelgianOpen2009";"2009-02-28";"36434";"32554"
"2006COLL01";"BelgianOpen2009";"2009-02-28";"37435";"29487"
"2006GALE01";"BelgianOpen2009";"2009-02-28";"43740";"29953"
"2008HANK01";"BelgianOpen2009";"2009-02-28";"34875";"46192"
"2005AKKE01";"BelgianOpen2009";"2009-02-28";"30271";"20169"
"2007COHE01";"FortLeeWinter2009";"2009-03-07";"26265";"16580"
"2007JAME01";"FortLeeWinter2009";"2009-03-07";"32616";"21445"
"2007VALL01";"FrenchOpen2009";"2009-03-14";"31705";"21374"
"2008NUNE01";"FrenchOpen2009";"2009-03-14";"44569";"27819"
"2008VIRO01";"FrenchOpen2009";"2009-03-14";"36573";"26810"
"2007VALK01";"FrenchOpen2009";"2009-03-14";"43102";"24245"
"2007COOP01";"FrenchOpen2009";"2009-03-14";"53641";"39034"
"2007LEMO01";"FrenchOpen2009";"2009-03-14";"48094";"34595"
"2007PERG01";"FrenchOpen2009";"2009-03-14";"37747";"28282"
"2007BERN01";"FrenchOpen2009";"2009-03-14";"36204";"22860"
"2008RODR01";"FrenchOpen2009";"2009-03-14";"57973";"39858"
"2008BARA01";"FrenchOpen2009";"2009-03-14";"29934";"19518"
"2008AURO01";"FrenchOpen2009";"2009-03-14";"43293";"26879"
"2006GALE01";"FrenchOpen2009";"2009-03-14";"41001";"31310"
"2008HANK01";"FrenchOpen2009";"2009-03-14";"36291";"25382"
"2008COUR01";"FrenchOpen2009";"2009-03-14";"56943";"33752"
"2008SCHM01";"FrenchOpen2009";"2009-03-14";"41617";"26560"
"2007COHE01";"OhioOpen2009";"2009-03-28";"24721";"15939"
"2007GUIM01";"SantiagoOpen2009";"2009-03-28";"48205";"28811"
"2009CASA02";"OhioOpen2009";"2009-03-28";"40781";"28015"
"2005BAUM01";"OhioOpen2009";"2009-03-28";"49496";"28746"
"2009MACA01";"SantiagoOpen2009";"2009-03-28";"43398";"32270"
"2005REYN01";"OhioOpen2009";"2009-03-28";"46059";"29818"
"2009FONT02";"OhioOpen2009";"2009-03-28";"58794";"41308"
"2009BEAR01";"OhioOpen2009";"2009-03-28";"29793";"21709"
"2007NAKA03";"OsakaOpen2009";"2009-03-28";"24173";"18372"
"2007HUGH01";"OhioOpen2009";"2009-03-28";"45756";"32293"
"2008PANG01";"CebuOpen2009";"2009-04-18";"55968";"35778"
"2008CASQ01";"CebuOpen2009";"2009-04-18";"41004";"28400"
"2007VALK01";"GermanOpen2009";"2009-04-25";"39158";"28240"
"2007CHRI03";"GermanOpen2009";"2009-04-25";"40411";"23933"
"2007VALL01";"GermanOpen2009";"2009-04-25";"30962";"19866"
"2008AURO01";"GermanOpen2009";"2009-04-25";"42802";"26879"
"2008VARG01";"GermanOpen2009";"2009-04-25";"41123";"29021"
"2008HEJJ01";"GermanOpen2009";"2009-04-25";"29112";"21236"
"2005AKKE01";"GermanOpen2009";"2009-04-25";"29803";"21744"
"2006GALE01";"GermanOpen2009";"2009-04-25";"47009";"27609"
"2008KARL02";"GermanOpen2009";"2009-04-25";"38503";"30933"
"2008SCHM01";"GermanOpen2009";"2009-04-25";"43057";"28207"
"2008ORTE02";"RizalOpen2009";"2009-05-07";"43315";"31374"
"2007PAPA01";"RizalOpen2009";"2009-05-07";"43650";"28263"
"2008SANG03";"RizalOpen2009";"2009-05-07";"41890";"30396"
"2008FERN03";"BulacanOpen2009";"2009-05-16";"71800";"51127"
"2008ORTE02";"BulacanOpen2009";"2009-05-16";"45291";"30356"
"2007PAPA01";"BulacanOpen2009";"2009-05-16";"39708";"25916"
"2008REYE04";"BulacanOpen2009";"2009-05-16";"40105";"28533"
"2006HALC01";"LublinOpen2009";"2009-05-30";"25842";"15664"
"2008ZIEL01";"LublinOpen2009";"2009-05-30";"29939";"19938"
"2008ZIEL01";"PoznanOpen2009";"2009-06-27";"27648";"18457"
"2008WOJT01";"PoznanOpen2009";"2009-06-27";"38415";"25929"
"2006HALC01";"PoznanOpen2009";"2009-06-27";"25327";"17046"
"2008ESQU01";"PueblaOpen2009";"2009-07-11";"51020";"35717"
"2007NESS01";"UKMasters2009";"2009-07-11";"33371";"21074"
"2007RUIZ01";"PueblaOpen2009";"2009-07-11";"42944";"29425"
"2007VALL01";"UKMasters2009";"2009-07-11";"31006";"21288"
"2007PERG01";"UKMasters2009";"2009-07-11";"33791";"23586"
"2009POZS01";"CzechOpen2009";"2009-07-17";"32910";"27020"
"2007VALL01";"CzechOpen2009";"2009-07-17";"29736";"20914"
"2005AKKE01";"CzechOpen2009";"2009-07-17";"29762";"19751"
"2008BARA01";"CzechOpen2009";"2009-07-17";"25522";"18711"
"2008HANK01";"CzechOpen2009";"2009-07-17";"35371";"28279"
"2007BERN01";"CzechOpen2009";"2009-07-17";"28785";"21165"
"2008VARG01";"CzechOpen2009";"2009-07-17";"32967";"22622"
"2008SMIT04";"CzechOpen2009";"2009-07-17";"36391";"24981"
"2008OLIV01";"BrasiliaOpen2009";"2009-07-18";"62600";"33801"
"2007ALIW01";"BigCubesSummer2009";"2009-07-26";"36499";"20435"
"2007COHE01";"BigCubesSummer2009";"2009-07-26";"23771";"17047"
"2007JOHN02";"BigCubesSummer2009";"2009-07-26";"36940";"22876"
"2007JAME01";"BigCubesSummer2009";"2009-07-26";"34373";"24998"
"2006SUZU03";"JapanOpen2009";"2009-08-01";"38897";"25297"
"2007NAKA03";"JapanOpen2009";"2009-08-01";"29580";"19543"
"2008VIRO01";"DauphineOpen2009";"2009-08-08";"35089";"21331"
"2007POLI01";"DauphineOpen2009";"2009-08-08";"47232";"23888"
"2007DUSS01";"DauphineOpen2009";"2009-08-08";"43370";"33355"
"2007LEMO01";"DauphineOpen2009";"2009-08-08";"48864";"36858"
"2004GALL02";"DauphineOpen2009";"2009-08-08";"50220";"29784"
"2008BRAN01";"DauphineOpen2009";"2009-08-08";"51868";"30485"
"2009PETI01";"DauphineOpen2009";"2009-08-08";"61400";"33110"
"2008LEME01";"DauphineOpen2009";"2009-08-08";"72200";"39724"
"2008HANK01";"DauphineOpen2009";"2009-08-08";"33460";"21418"
"2008POTR01";"DauphineOpen2009";"2009-08-08";"47466";"29366"
"2008COUR01";"DauphineOpen2009";"2009-08-08";"49611";"28560"
"2009CASA02";"USNationals2009";"2009-08-14";"30701";"20324"
"2005REYN01";"USNationals2009";"2009-08-14";"38137";"24421"
"2007COHE01";"USNationals2009";"2009-08-14";"27058";"15200"
"2007CICH01";"GdanskOpen2009";"2009-08-22";"37748";"22902"
"2009HUAN10";"TaiwanSummerOpen2009";"2009-08-22";"43152";"26203"
"2009PLES01";"GdanskOpen2009";"2009-08-22";"53568";"25205"
"2008CHEN06";"TaiwanSummerOpen2009";"2009-08-22";"28870";"18705"
"2007CHIE01";"TaiwanSummerOpen2009";"2009-08-22";"53562";"32086"
"2009TSAO01";"TaiwanSummerOpen2009";"2009-08-22";"39601";"31144"
"2008ZIEL01";"GdanskOpen2009";"2009-08-22";"28349";"19338"
"2008CABA03";"GdanskOpen2009";"2009-08-22";"36198";"24617"
"2008PADL01";"GdanskOpen2009";"2009-08-22";"57106";"30411"
"2006TSAI03";"TaiwanSummerOpen2009";"2009-08-22";"34609";"22199"
"2006WLOS01";"GdanskOpen2009";"2009-08-22";"47807";"35083"
"2008WOJT01";"GdanskOpen2009";"2009-08-22";"39700";"23706"
"2008CHAN09";"TaiwanSummerOpen2009";"2009-08-22";"28656";"19987"
"2008MEND02";"GdanskOpen2009";"2009-08-22";"52960";"34999"
"2007JAKU01";"GdanskOpen2009";"2009-08-22";"54208";"28191"
"2006ROBA01";"GdanskOpen2009";"2009-08-22";"82200";"41211"
"2009KIVI01";"FinnishOpen2009";"2009-08-29";"52940";"34073"
"2007TIIN01";"FinnishOpen2009";"2009-08-29";"60500";"41724"
"2004GALL02";"FinnishOpen2009";"2009-08-29";"50379";"30970"
"2008JUKK01";"FinnishOpen2009";"2009-08-29";"54483";"32297"
"2008COUR01";"FinnishOpen2009";"2009-08-29";"48917";"37903"
"2009HAYS01";"VancouverOpen2009";"2009-09-12";"38418";"25623"
"2008VAJG01";"VancouverOpen2009";"2009-09-12";"26340";"21703"
"2008SHIE01";"VancouverOpen2009";"2009-09-12";"46061";"27063"
"2008ASIS01";"VancouverOpen2009";"2009-09-12";"35630";"26579"
"2008OCON01";"VancouverOpen2009";"2009-09-12";"49138";"33869"
"2007MOSE02";"CanadianOpen2009";"2009-09-19";"31670";"21810"
"2007VALL01";"MantuaOpen2009";"2009-09-19";"31154";"21270"
"2007COMP01";"CanadianOpen2009";"2009-09-19";"35752";"24574"
"2009WANG15";"CanadianOpen2009";"2009-09-19";"40618";"26544"
"2007PERG01";"MantuaOpen2009";"2009-09-19";"33254";"23953"
"2008BARA01";"MantuaOpen2009";"2009-09-19";"24876";"19399"
"2005BATI01";"MantuaOpen2009";"2009-09-19";"30447";"23675"
"2008HEMS01";"CanadianOpen2009";"2009-09-19";"32139";"23048"
"2008SIMO01";"MantuaOpen2009";"2009-09-19";"32992";"24483"
"2007HORV01";"MantuaOpen2009";"2009-09-19";"42738";"27834"
"2008KUID01";"PolishOpen2009";"2009-09-26";"57333";"34549"
"2005KOZK01";"PolishOpen2009";"2009-09-26";"53181";"30513"
"2008BORU01";"DanishSpecial2009";"2009-09-26";"40450";"25252"
"2008CABA03";"PolishOpen2009";"2009-09-26";"32535";"22504"
"2007CICH01";"PolishOpen2009";"2009-09-26";"39778";"22138"
"2008PADL01";"PolishOpen2009";"2009-09-26";"57688";"33811"
"2006GALE01";"PolishOpen2009";"2009-09-26";"39251";"28167"
"2009PLES01";"PolishOpen2009";"2009-09-26";"46501";"26191"
"2008WOJT01";"PolishOpen2009";"2009-09-26";"41618";"23220"
"2008ZIEL01";"PolishOpen2009";"2009-09-26";"30327";"20521"
"2005AKKE01";"PolishOpen2009";"2009-09-26";"27308";"21632"
"2007KEZH01";"GuangdongOpen2009";"2009-10-01";"45237";"35544"
"2008HANG01";"GuangdongOpen2009";"2009-10-01";"33543";"22911"
"2009ZHEN11";"GuangdongOpen2009";"2009-10-01";"39457";"27095"
"2008CHEN10";"GuangdongOpen2009";"2009-10-01";"40387";"27600"
"2008LEEP01";"GuangdongOpen2009";"2009-10-01";"35720";"30507"
"2008WUYI01";"GuangdongOpen2009";"2009-10-01";"31920";"28752"
"2009CHEN35";"GuangdongOpen2009";"2009-10-01";"33886";"23315"
"2007HOHU01";"GuangdongOpen2009";"2009-10-01";"28172";"20051"
"2007COHE01";"WC2009";"2009-10-09";"26587";"15665"
"2008ZIEL01";"WC2009";"2009-10-09";"28549";"19500"
"2008BARA01";"WC2009";"2009-10-09";"24773";"19571"
"2007VALK01";"WC2009";"2009-10-09";"36173";"24441"
"2007BERN01";"WC2009";"2009-10-09";"30408";"22497"
"2005BATI01";"WC2009";"2009-10-09";"27591";"20472"
"2006HALC01";"WC2009";"2009-10-09";"24123";"17202"
"2005AKKE01";"WC2009";"2009-10-09";"28771";"17459"
"2008BODO01";"HungarianOpen2009";"2009-10-16";"30367";"18231"
"2005BATI01";"HungarianOpen2009";"2009-10-16";"28483";"20226"
"2008BARA01";"HungarianOpen2009";"2009-10-16";"24160";"18037"
"2007BERN01";"HungarianOpen2009";"2009-10-16";"27120";"19668"
"2008HEJJ01";"HungarianOpen2009";"2009-10-16";"25728";"19654"
"2005AKKE01";"DutchOpen2009";"2009-10-17";"27124";"18579"
"2008SMIT04";"DutchOpen2009";"2009-10-17";"32836";"24594"
"2008AURO01";"DutchOpen2009";"2009-10-17";"42280";"25394"
"2006GALE01";"DutchOpen2009";"2009-10-17";"38182";"31990"
"2008CABA03";"EssenOpen2009";"2009-10-24";"32743";"20221"
"2009CHRI03";"EssenOpen2009";"2009-10-24";"46881";"32801"
"2007VALK01";"EssenOpen2009";"2009-10-24";"37273";"21079"
"2005AKKE01";"EssenOpen2009";"2009-10-24";"27126";"17605"
"2008SMIT04";"EssenOpen2009";"2009-10-24";"32818";"21659"
"2006GALE01";"EssenOpen2009";"2009-10-24";"42021";"25215"
"2007CICH01";"EssenOpen2009";"2009-10-24";"34332";"20263"
"2008PANG01";"CebuMasters2009";"2009-10-24";"49879";"28116"
"2008HACK01";"EssenOpen2009";"2009-10-24";"53665";"34472"
"2007CHRI03";"EssenOpen2009";"2009-10-24";"33697";"23343"
"2008COUR01";"FuglsangparkOpen2009";"2009-10-31";"47482";"29593"
"2009KOBA04";"UNESPOpen2009";"2009-10-31";"43652";"27412"
"2008BARA01";"FuglsangparkOpen2009";"2009-10-31";"24894";"20195"
"2008OLIV01";"UNESPOpen2009";"2009-10-31";"47579";"37353"
"2008BORU01";"FuglsangparkOpen2009";"2009-10-31";"36869";"25230"
"2007GUIM01";"UNESPOpen2009";"2009-10-31";"42018";"29081"
"2006BUUS01";"FuglsangparkOpen2009";"2009-10-31";"44766";"32270"
"2007PERG01";"FuglsangparkOpen2009";"2009-10-31";"35946";"23055"
"2008BARA01";"BristolOpen2009";"2009-11-21";"26043";"17780"
"2007PERG01";"BristolOpen2009";"2009-11-21";"34219";"23135"
"2007VALL01";"BristolOpen2009";"2009-11-21";"28673";"18879"
"2006GALE01";"BristolOpen2009";"2009-11-21";"39556";"26387"
"2007CICH01";"SilesiaOpen2009";"2009-11-28";"31324";"20523"
"2007PAPA01";"PinoyBigCubesOpen2009";"2009-11-28";"43379";"28895"
"2006HALC01";"SilesiaOpen2009";"2009-11-28";"25237";"16415"
"2008BARA01";"SilesiaOpen2009";"2009-11-28";"24746";"17493"
"2008ORTE02";"PinoyBigCubesOpen2009";"2009-11-28";"40833";"24837"
"2007JAKU01";"SilesiaOpen2009";"2009-11-28";"50200";"29372"
"2007PERG01";"SilesiaOpen2009";"2009-11-28";"34466";"23500"
"2006WLOS01";"SilesiaOpen2009";"2009-11-28";"48340";"30208"
"2008ZIEL01";"SilesiaOpen2009";"2009-11-28";"26937";"19374"
"2008PANG01";"PinoyBigCubesOpen2009";"2009-11-28";"45053";"25201"
"2009HILD01";"CarnegieMellonFall2009";"2009-12-05";"31092";"22211"
"2007TIIN01";"SwedishCubeDay2009";"2009-12-05";"48985";"31839"
"2007KRIS01";"SwedishCubeDay2009";"2009-12-05";"58804";"52249"
"2009CASA02";"CarnegieMellonFall2009";"2009-12-05";"31134";"20042"
"2008WEST02";"SwedishCubeDay2009";"2009-12-05";"36177";"25186"
"2005AKKE01";"SwedishCubeDay2009";"2009-12-05";"26998";"17254"
"2008HEMS01";"CarnegieMellonFall2009";"2009-12-05";"27018";"19818"
"2009ASBR01";"SwedishCubeDay2009";"2009-12-05";"46325";"27391"
"2007COHE01";"CarnegieMellonFall2009";"2009-12-05";"26613";"15549"
"2007YUNQ01";"BeijingWinter2009";"2009-12-20";"34727";"23071"
"2008QINF01";"BeijingWinter2009";"2009-12-20";"43240";"24556"
"2009YANG06";"BeijingWinter2009";"2009-12-20";"40667";"29488"
"2008DONG06";"BeijingWinter2009";"2009-12-20";"35646";"25525"
"2009DIMP01";"SouthItalianOpen2009";"2009-12-29";"42422";"28876"
"2008SIMO01";"SouthItalianOpen2009";"2009-12-29";"30798";"21695"
"2009KONV01";"BangkokOpen2010";"2010-01-09";"33848";"21359"
"2009POOK01";"BangkokOpen2010";"2010-01-09";"39622";"29501"
"2009SMAR01";"AachenOpen2010";"2010-01-16";"29815";"19341"
"2007GOUL01";"AachenOpen2010";"2010-01-16";"41616";"25137"
"2008AURO01";"AachenOpen2010";"2010-01-16";"42729";"25096"
"2006GALE01";"AachenOpen2010";"2010-01-16";"41898";"26467"
"2009LEIS01";"AachenOpen2010";"2010-01-16";"33778";"29315"
"2009BAKA01";"AachenOpen2010";"2010-01-16";"34071";"28407"
"2009CHRI03";"AachenOpen2010";"2010-01-16";"41250";"27629"
"2007PERG01";"AachenOpen2010";"2010-01-16";"38360";"25006"
"2008KARL02";"AachenOpen2010";"2010-01-16";"34670";"28089"
"2005AKKE01";"AachenOpen2010";"2010-01-16";"27700";"17932"
"2008TROM01";"AachenOpen2010";"2010-01-16";"39083";"22800"
"2009KURT01";"AachenOpen2010";"2010-01-16";"37610";"28459"
"2008SMIT04";"AachenOpen2010";"2010-01-16";"31184";"22627"
"2007VALK01";"AachenOpen2010";"2010-01-16";"33228";"19903"
"2007SEUN04";"Korea2010";"2010-01-23";"26539";"16437"
"2008AURO01";"ToulouseOpen2010";"2010-01-23";"39553";"23418"
"2008JONG03";"Korea2010";"2010-01-23";"36399";"22876"
"2008VIRO01";"ToulouseOpen2010";"2010-01-23";"32173";"22150"
"2008BUMS01";"Korea2010";"2010-01-23";"44378";"27815"
"2007COOP01";"ToulouseOpen2010";"2010-01-23";"44714";"36160"
"2007GOUL01";"ToulouseOpen2010";"2010-01-23";"40187";"24518"
"2008RODR01";"ToulouseOpen2010";"2010-01-23";"46285";"26986"
"2008CHAN12";"Korea2010";"2010-01-23";"40228";"34773"
"2009KUAN01";"TaiwanWinterOpen2010";"2010-02-06";"41865";"30970"
"2009HUAN03";"TaiwanWinterOpen2010";"2010-02-06";"33288";"23257"
"2006TSAI03";"TaiwanWinterOpen2010";"2010-02-06";"31633";"20290"
"2008LEEY01";"TaiwanWinterOpen2010";"2010-02-06";"35996";"23749"
"2009HUAN10";"TaiwanWinterOpen2010";"2010-02-06";"40994";"23597"
"2009TSAO01";"TaiwanWinterOpen2010";"2010-02-06";"30249";"22193"
"2007SHIU02";"TaiwanWinterOpen2010";"2010-02-06";"40489";"25066"
"2006CHEN03";"TaiwanWinterOpen2010";"2010-02-06";"47653";"30359"
"2008WUKU01";"TaiwanWinterOpen2010";"2010-02-06";"35104";"32850"
"2008CHAN09";"TaiwanWinterOpen2010";"2010-02-06";"26640";"17733"
"2008TSAI01";"TaiwanWinterOpen2010";"2010-02-06";"51467";"25207"
"2008CHEN06";"TaiwanWinterOpen2010";"2010-02-06";"26709";"17600"
"2009CHEN35";"ShanghaiWinter2010";"2010-02-07";"30157";"23412"
"2009ZHEN11";"ShanghaiWinter2010";"2010-02-07";"39272";"29603"
"2008LAMH01";"NorwegianOpen2010";"2010-02-13";"35359";"21948"
"2009ABSA01";"NorwegianOpen2010";"2010-02-13";"52068";"36950"
"2007TIIN01";"NorwegianOpen2010";"2010-02-13";"46330";"31560"
"2006GALE01";"NorwegianOpen2010";"2010-02-13";"39420";"24414"
"2009HOVE01";"NorwegianOpen2010";"2010-02-13";"41122";"29339"
"2005AKKE01";"NorwegianOpen2010";"2010-02-13";"27659";"18661"
"2009MAGN02";"NorwegianOpen2010";"2010-02-13";"45491";"36175"
"2009CHRI03";"NorwegianOpen2010";"2010-02-13";"39288";"25619"
"2008COUR01";"BeneluxOpen2010";"2010-02-19";"47164";"29701"
"2008AURO01";"BeneluxOpen2010";"2010-02-19";"39375";"21808"
"2006BUUS01";"BeneluxOpen2010";"2010-02-19";"47906";"29686"
"2008DIEW01";"BeneluxOpen2010";"2010-02-19";"53707";"29849"
"2009CHRI03";"BeneluxOpen2010";"2010-02-19";"39837";"27140"
"2007PERG01";"BeneluxOpen2010";"2010-02-19";"31905";"23840"
"2007GOUL01";"BeneluxOpen2010";"2010-02-19";"38394";"23538"
"2005AKKE01";"BeneluxOpen2010";"2010-02-19";"27950";"28221"
"2007COOP01";"BeneluxOpen2010";"2010-02-19";"43890";"30783"
"2008TROM01";"BeneluxOpen2010";"2010-02-19";"37754";"25138"
"2007VALK01";"BeneluxOpen2010";"2010-02-19";"32507";"20956"
"2009WILL02";"BeneluxOpen2010";"2010-02-19";"49472";"32435"
"2007TIIN01";"BeneluxOpen2010";"2010-02-19";"48063";"31864"
"2007BODO01";"BeneluxOpen2010";"2010-02-19";"38204";"31338"
"2009SHEP01";"BeneluxOpen2010";"2010-02-19";"51283";"39981"
"2009AREN01";"BeneluxOpen2010";"2010-02-19";"41590";"27898"
"2008WEST02";"DanishOpen2010";"2010-02-27";"30681";"28267"
"2007JAKU01";"PolishOpen2010";"2010-02-27";"53837";"29351"
"2008ZIEL01";"PolishOpen2010";"2010-02-27";"30364";"18241"
"2008BORU01";"DanishOpen2010";"2010-02-27";"35140";"26249"
"2009PLES01";"PolishOpen2010";"2010-02-27";"39136";"25452"
"2006GALE01";"DanishOpen2010";"2010-02-27";"37713";"27065"
"2009KIEL01";"PolishOpen2010";"2010-02-27";"47979";"27569"
"2008AURO01";"DanishOpen2010";"2010-02-27";"39284";"24769"
"2008CABA03";"PolishOpen2010";"2010-02-27";"35676";"20443"
"2008ZERU01";"PolishOpen2010";"2010-02-27";"41336";"32366"
"2004KRIG01";"DanishOpen2010";"2010-02-27";"38495";"25160"
"2006PAWL01";"PolishOpen2010";"2010-02-27";"30977";"27717"
"2009CHRI03";"DanishOpen2010";"2010-02-27";"39552";"29205"
"2006HALC01";"PolishOpen2010";"2010-02-27";"24437";"16709"
"2005AKKE01";"DanishOpen2010";"2010-02-27";"26750";"17834"
"2008COND01";"MadridOpen2010";"2010-03-13";"37730";"24898"
"2008RODR01";"MontpellierOpen2010";"2010-03-20";"44419";"28137"
"2008VIRO01";"MontpellierOpen2010";"2010-03-20";"31789";"21304"
"2008DIEW01";"MontpellierOpen2010";"2010-03-20";"48918";"26712"
"2004GALL02";"MontpellierOpen2010";"2010-03-20";"52755";"27566"
"2008AURO01";"MontpellierOpen2010";"2010-03-20";"41976";"24025"
"2008COUR01";"MontpellierOpen2010";"2010-03-20";"58261";"32256"
"2007GOUL01";"BristolSpring2010";"2010-03-27";"42391";"26618"
"2008BARA01";"BristolSpring2010";"2010-03-27";"24781";"17017"
"2008AURO01";"BristolSpring2010";"2010-03-27";"40200";"22991"
"2005AKKE01";"BristolSpring2010";"2010-03-27";"29674";"17275"
"2007COOP01";"BristolSpring2010";"2010-03-27";"42288";"28119"
"2006GALE01";"JapanOpen2010";"2010-03-27";"41061";"24404"
"2007OMUR01";"JapanOpen2010";"2010-03-27";"29080";"19131"
"2008COUR01";"BristolSpring2010";"2010-03-27";"47050";"28602"
"2007NESS01";"BristolSpring2010";"2010-03-27";"36193";"21246"
"2007SUGA01";"JapanOpen2010";"2010-03-27";"40708";"28278"
"2006OOKU01";"JapanOpen2010";"2010-03-27";"45284";"27401"
"2006SUZU03";"JapanOpen2010";"2010-03-27";"39230";"26840"
"2008PANG01";"BulacanOpen2010";"2010-04-10";"44143";"25491"
"2008LIMS01";"BulacanOpen2010";"2010-04-10";"33145";"20519"
"2009KORB02";"GermanOpen2010";"2010-04-17";"33318";"22535"
"2007COOP01";"GermanOpen2010";"2010-04-17";"48334";"32227"
"2007VALK01";"GermanOpen2010";"2010-04-17";"30633";"21823"
"2008HACK01";"GermanOpen2010";"2010-04-17";"53155";"30713"
"2008SMIT04";"GermanOpen2010";"2010-04-17";"29963";"19923"
"2009DIEC01";"GermanOpen2010";"2010-04-17";"48362";"26561"
"2009DEUN01";"GermanOpen2010";"2010-04-17";"49574";"33086"
"2008DIEW01";"GermanOpen2010";"2010-04-17";"49146";"29377"
"2007PERG01";"GermanOpen2010";"2010-04-17";"34363";"25344"
"2005AKKE01";"GermanOpen2010";"2010-04-17";"29130";"19251"
"2009SPIE01";"GermanOpen2010";"2010-04-17";"55178";"35006"
"2009LEIS01";"GermanOpen2010";"2010-04-17";"28437";"20600"
"2008AURO01";"GermanOpen2010";"2010-04-17";"38974";"24770"
"2009BEDR01";"RussiaOpen2010";"2010-04-24";"40027";"24922"
"2009MYSH01";"RussiaOpen2010";"2010-04-24";"35294";"27667"
"2009ROST01";"RussiaOpen2010";"2010-04-24";"41880";"26321"
"2009SHMA01";"RussiaOpen2010";"2010-04-24";"35733";"25669"
"2009KONV01";"ThailandOpen2010";"2010-05-01";"31553";"20822"
"2009JAMS01";"ThailandOpen2010";"2010-05-01";"44383";"29679"
"2009NGER01";"ThailandOpen2010";"2010-05-01";"29743";"22636"
"2010CHAW02";"ThailandOpen2010";"2010-05-01";"48414";"27042"
"2009POOK01";"ThailandOpen2010";"2010-05-01";"45420";"28793"
"2009XUGU01";"HenanOpen2010";"2010-05-02";"41913";"23729"
"2008DONG06";"HenanOpen2010";"2010-05-02";"36902";"39687"
"2009CHEN35";"HenanOpen2010";"2010-05-02";"28433";"20477"
"2009XUAN03";"HenanOpen2010";"2010-05-02";"43003";"24976"
"2009WANG15";"CanadianCubingCubeCentric2010";"2010-05-15";"30728";"20143"
"2007MOSE02";"CanadianCubingCubeCentric2010";"2010-05-15";"33889";"22031"
"2007COMP01";"CanadianCubingCubeCentric2010";"2010-05-15";"38104";"26105"
"2005AKKE01";"BelgianOpen2010";"2010-05-22";"28074";"18411"
"2009SPIE01";"BelgianOpen2010";"2010-05-22";"49302";"32907"
"2008SMIT04";"BelgianOpen2010";"2010-05-22";"29802";"21053"
"2008AURO01";"BelgianOpen2010";"2010-05-22";"38386";"25387"
"2009CHRI03";"BelgianOpen2010";"2010-05-22";"41491";"27524"
"2008MHLS01";"BelgianOpen2010";"2010-05-22";"41301";"27895"
"2007VALK01";"BelgianOpen2010";"2010-05-22";"36373";"19039"
"2009SPRI01";"BelgianOpen2010";"2010-05-22";"47342";"28623"
"2009DEUN01";"BelgianOpen2010";"2010-05-22";"53188";"31893"
"2008DIEW01";"BelgianOpen2010";"2010-05-22";"47869";"31069"
"2008SONG01";"BeijingSideEventsSupplement2010";"2010-05-23";"50294";"33627"
"2008QINF01";"BeijingSideEventsSupplement2010";"2010-05-23";"38417";"26139"
"2008DONG06";"BeijingSideEventsSupplement2010";"2010-05-23";"38106";"28686"
"2008RENY01";"BeijingSideEventsSupplement2010";"2010-05-23";"43708";"26550"
"2008ZHAN13";"BeijingSideEventsSupplement2010";"2010-05-23";"40427";"26002"
"2007FUBO01";"BeijingSideEventsSupplement2010";"2010-05-23";"30633";"23186"
"2009WANG27";"BeijingSideEventsSupplement2010";"2010-05-23";"58494";"39901"
"2006GALE01";"BeijingSideEventsSupplement2010";"2010-05-23";"42372";"28119"
"2008SIMO01";"CubeNRoll2010";"2010-06-05";"29555";"20674"
"2009MORI05";"CubeNRoll2010";"2010-06-05";"41536";"24905"
"2007PERG01";"CubeNRoll2010";"2010-06-05";"34137";"25434"
"2008SIMO02";"CubeNRoll2010";"2010-06-05";"52318";"31525"
"2008LEEY01";"TaiwanBigCube2010";"2010-06-05";"31973";"24196"
"2007SHIU02";"TaiwanBigCube2010";"2010-06-05";"33644";"20043"
"2008KAOC01";"TaiwanBigCube2010";"2010-06-05";"38097";"24783"
"2005BATI01";"CubeNRoll2010";"2010-06-05";"30845";"21362"
